id,title,description,"item group id",link,"product type",fb_product_category,"image link",condition,availability,price,"sale price",brand,"additional image link","identifier exists"
3308,"T-Dagger White-IMPERIAL | T-TGM310RGB | White | Gaming Mouse | 1 Year Local Warranty | ( New )","T-Dagger  White-IMPERIAL  This T-Dagger | White-IMPERIAL mouse has a great aesthetic. With durability and ergonomics that every hand wants to experience, it's also versatile.  The perfect ally to get you started as it has everything you need: a Pixart 3212 optical sensor, Huano Blue Dot switches, 8 software configurable buttons and of course Chroma RGB lighting.      Proud ergonomics  The Imperial is a mouse with a unique design, complete with an open work structure with a honeycomb aesthetic. And yet he was very strong, a mature warrior and ready to resist.  It has over 10 million clicks rated switches. Also, the Pixart 3212 optical sensor provides highly accurate readings even at high acceleration levels.  RGB to stand out  An incredible RGB chroma lighting system with sleek lines features a harmonious design with hexagonal shapes and rounded curves.  In addition, it has a resolution of up to 7200dpi and you can change the lighting profile, bright and eye-catching as well as useful details. Beautiful and functional!  Speed of play  Imperial's 8 buttons are ideal for accurately and efficiently executing every move that is part of your gaming strategy.  The side edges are very comfortable for the thumb, so you get used to them quickly. And at the top, you'll find a wheel and two more buttons to customize the mouse to your needs, including adjusting the DPI.",3308,https://esquare.store/product/t-dagger-white-imperial-t-tgm310rgb-white-gaming-mouse-1-year-local-warranty-new/,Mouse,237,https://esquare.store/wp-content/uploads/2023/02/r7fkhm3g1ucyqvm0htm8.jpg,new,"in stock","3490.00  PKR","3490.00  PKR",Esquare,,no
3300,"T-DAGGER ROADMASTER Mouse | T-TGM302 | Gaming Mouse | 1 Year Local Warranty | ( New )","T-Dagger Roadmaster Mouse   T-Dagger Roadmaster Mouse is a gaming mouse designed for gamers who prefer a wireless option. It features a precise optical sensor with up to 10,000 DPI, providing accurate tracking and quick response times. The mouse also has a comfortable ergonomic design that reduces fatigue during extended gaming sessions. The mouse has customizable RGB lighting and eight programmable buttons that can be configured to suit different gaming needs. Additionally, it comes with a rechargeable battery that can last up to 50 hours of continuous use. Overall, it's an excellent option for gamers seeking a wireless gaming mouse that delivers both performance and comfort.    &nbsp;                  Features:     	8 Programmable buttons   	8000DPI   	1000Hz Polling rate   	Quick Fire button   	20G ACC   	20 million Gaming Switch   	RGB backlighting",3300,https://esquare.store/product/t-dagger-roadmaster-mouse-t-tgm302-1-year-warranty/,Mouse,237,https://esquare.store/wp-content/uploads/2023/02/mouse.webp,new,"in stock","2954.00  PKR","2954.00  PKR",Esquare,https://esquare.store/wp-content/uploads/2023/02/T-TGM307-2831_5_600x600.webp,no
3292,"T-DAGGER Captain Mouse | T-TGM302 | Gaming Mouse | 1 Year Local Warranty | ( New )","T-DAGGER Captain Mouse   T-Dagger Captain Mouse is a gaming mouse designed for gamers who demand high performance. It features a precise optical sensor with up to 10,000 DPI, allowing for accurate tracking and quick response times. The mouse also has a unique ergonomic design that provides comfort and reduces fatigue during extended gaming sessions. The mouse comes with customizable RGB lighting, as well as six programmable buttons that can be configured to fit different gaming needs. Overall, it's an excellent option for gamers who want a high-quality mouse that delivers top-notch performance.        &nbsp;              Features:     	Gaming Mouse   	8000DPI   	20G ACC   	1000Hz Polling Rate   	Durable Gaming Switch   	RGB Backlight   	7 Programmable Buttons   	Polling Rate:125/250/500/1000Hz   	128.5*74*41mm",3292,https://esquare.store/product/t-dagger-captain-mouse-t-tgm302-1-year-local-warranty/,Mouse,237,https://esquare.store/wp-content/uploads/2023/02/T-TGM302_wr_01a.webp,new,"in stock","2920.00  PKR","2920.00  PKR",Esquare,https://esquare.store/wp-content/uploads/2023/02/2631-5_c6354f54-9f47-4a99-ad1d-93a9270c05f0_600x600.webp,no
3277,"T-DAGGER Detective Mouse | Gamer | Detective | RGB T-TGM109 | Preto | 1 Year Warranty | Order Now","T-DAGGER Detective Mouse  The Mouse is a sleek and affordable gaming mouse designed for gamers seeking precision and accuracy. With a high-precision optical sensor and a 6-button design, including a DPI switcher and back/forward buttons, it offers a customizable experience. The mouse features a comfortable and ergonomic design that reduces fatigue during extended use. Its braided cable ensures durability and reduces tangling. The T-Dagger Detective Mouse is an excellent choice for budget-conscious gamers looking for an affordable and reliable gaming mouse.    The Mouse is an affordable and ergonomic option with a high-precision optical sensor, a 6-button design, and back/forward buttons. Its braided cable ensures durability and reduces tangling. This sleek and comfortable gaming mouse is perfect for gamers seeking a reliable option that won't break the bank.    &nbsp;                Features:     	1000/1600/2400/3200 DPI   	500Hz polling rate   	12G ACC   	6 buttons   	durability: 5 million clicks   	180cm high-speed USB PVC cable",3277,https://esquare.store/product/t-dagger-detective-mouse-gamer-detective-rgb-t-tgm109-preto-1-year-warranty-order-now/,Mouse,237,https://esquare.store/wp-content/uploads/2023/02/2846-1_1024x1024@2x.webp,new,"in stock","3087.00  PKR","3087.00  PKR",Esquare,,no
3267,"T-DAGGER Lieutenant Mouse | T-TGM301 | Gaming Mouse  | 1 Year Waranty | Shop Now","T-DAGGER Lieutenant Mouse   T-Dagger Lieutenant Mouse is a reliable computer mouse designed for gamers and professionals who demand precision and accuracy. This mouse features an ergonomic design, customizable RGB lighting, and six programmable buttons for enhanced control. Its high-precision optical sensor ensures precise cursor movements, making it ideal for gaming or professional work. The Mouse is compatible with both Windows and Mac operating systems, making it a versatile and reliable choice for anyone seeking a high-quality mouse.        &nbsp;              Features:     	Gaming Mouse   	8000DPI   	20G ACC   	1000Hz Polling Rate   	Durable Gaming Switch   	RGB Backlight   	7 Programmable Buttons   	Polling Rate:125/250/500/1000Hz   	127.5*69*41.7mm",3267,https://esquare.store/product/t-dagger-lieutenant-mouse-t-tgm301-gaming-mouse/,Mouse,237,https://esquare.store/wp-content/uploads/2023/02/2691-4_1200x1200.png,new,"in stock","3087.00  PKR","3087.00  PKR",Esquare,https://esquare.store/wp-content/uploads/2023/02/2691-7_600x600.webp,no
3260,"T-DAGGER Second Lieutenant Mouse | T-TGM300 | Gaming Mouse  | 1 Year Waranty | Order Now","T-DAGGER Second Lieutenant Mouse   T-Dagger Second Lieutenant Mouse is a high-performance computer mouse designed for gamers and professionals. With an ergonomic design and customizable RGB lighting, this mouse features a high-precision optical sensor and six programmable buttons for precise and accurate cursor control. Compatible with both Windows and Mac, the Mouse is an excellent choice for those who demand reliability, precision, and comfort in their gaming or professional setup.        &nbsp;              Features:     	Gaming Mouse   	8000DPI   	20G ACC   	1000Hz Polling Rate   	Durable Gaming Switch   	RGB Backlight   	8 Programmable Buttons   	Polling Rate:125/250/500/1000Hz   	111.5*58.5*30.5m",3260,https://esquare.store/product/t-dagger-second-lieutenant-mouse-t-tgm300-gaming-mouse/,Mouse,237,https://esquare.store/wp-content/uploads/2023/02/511VspvfPcL._AC_SX569_.jpg,new,"in stock","3764.00  PKR","3764.00  PKR",Esquare,,no
3254,"T-DAGGER Warrant Officer Mouse | T-TGM203 | Gaming Mouse  | 1 Year Waranty | Shop Now","T-DAGGER Warrant Officer Mouse  T-Dagger Warrant Officer Mouse is a computer mouse designed for gamers and professionals who require precise and accurate cursor control. This mouse features a high-precision optical sensor, customizable RGB lighting, and six programmable buttons that can be assigned to specific functions or macros. The mouse also has an ergonomic design that is comfortable to use for extended periods of time, and it is compatible with both Windows and Mac operating systems. The Mouse is a great choice for gamers, graphic designers, and other professionals who require a high-quality, customizable mouse for their work.                    Features:     	6 Programmable Buttons   	RGB Backlight   	1000Hz Polling Rate   	4000FPS   	4800DPI   	Gaming Mouse   	10G ACC   	10 Million Key Clicks   	128.5*74*41mm",3254,https://esquare.store/product/t-dagger-warrant-officer-mouse-t-tgm203-gaming-mouse/,Mouse,237,https://esquare.store/wp-content/uploads/2023/02/93933752_1GG-1200x1200-1.jpg,new,"in stock","2363.00  PKR","2363.00  PKR",Esquare,,no
3240,"T-DAGGER Recruit Mouse | TGM108 | Gaming Mouse | 1 Year Waranty | Order Now","T-DAGGER Recruit Mouse                            T-Dagger Recruit Mouse TGM108 Gaming Mouse is a budget-friendly gaming mouse designed for gamers who prioritize precision and control. With a 10000 DPI optical sensor, this mouse offers accurate and precise tracking, making it ideal for FPS, MOBA, and other gaming genres. The mouse has six programmable buttons that can be customized using the included software, allowing you to set up macros and shortcuts for faster and more efficient gaming. The TGM108 also has an ergonomic design that fits comfortably in your hand and features customizable RGB lighting to add a touch of style to your gaming setup. Overall,TGM108 Gaming Mouse is a great choice for budget-conscious gamers who value precision and customization.                    Features:     	500Hz polling rate   	6 buttons   	RGB backlight   	12G ACC   	RGB backlight   	durability: 5 million clicks   	1000/1600/2400/3200 DPI        Specifications:     	DPI: 1000/1600/2400/3200   	Cable: 180cm high-speed USB PVC cable   	Number of buttons: 6",3240,https://esquare.store/product/t-dagger-recruit-mouse-tgm108-gaming-mouse/,Mouse,237,https://esquare.store/wp-content/uploads/2023/02/51SMBmSESIL.jpg,new,"in stock","2375.00  PKR","2375.00  PKR",Esquare,,no
3235,"T-DAGGER Private Mouse | Wired Gaming | T-TGM106 | 1 Year Warranty | Shop Now","T-DAGGER Private Mouse                T-Dagger Private Mouse Wired Gaming Mouse T-TGM106 is a budget-friendly gaming mouse designed for gamers who prioritize performance and functionality. It features an ergonomic design with textured grips that provide a comfortable and secure grip during long gaming sessions. The mouse has six programmable buttons that can be customized using the included software, allowing you to set up macros and shortcuts for quick and easy access to commands. The T-TGM106 also has a 4000 DPI optical sensor that delivers precise and accurate tracking, and comes with a 1.5m braided cable for added durability. Overall,Wired Gaming Mouse T-TGM106 is a solid choice for gamers who are looking for a reliable and customizable gaming mouse at an affordable price point.  Features:     	6 buttons   	1000/1600/2400/3200DPI   	125HZ poll rate   	12G ACC   	RGB backlight    Specifications:     	Design: Ergonomic Ambidextrous   	Total Buttons: 6   	Weight: 124g   	Dimensions: 12.75 x 4.9 x 4.17cm   	DPI: 1000-3200 DPI   	Polling Rate: 125-500 Hz   	Acceleration: 10G   	Cable Length: 1.8m   	Cable Type: PVC   	Connector Type: High-Speed USB",3235,https://esquare.store/product/t-dagger-private-wired-gaming-mouse-t-tgm106/,Mouse,237,https://esquare.store/wp-content/uploads/2023/02/HTB1urvVaV67gK0jSZPfq6yhhFXaf.jpg_.webp,new,"in stock","2265.00  PKR","2265.00  PKR",Esquare,,no
3232,"T-DAGGER Lance Corporal Mouse |  Wired Gaming Mouse | T-TGM107 | | 1 Year Warranty | Order Now","T-DAGGER Lance Corporal Mouse                T-DAGGER Lance Corporal Mouse T-TGM107 is a budget-friendly gaming mouse designed for gamers who are looking for an affordable and reliable option. It features an ergonomic design that fits comfortably in your hand and has customizable RGB lighting. The mouse has six programmable buttons that can be configured using the included software, allowing you to customize the mouse to suit your gaming needs. The T-TGM107 also has a 6400 DPI optical sensor, which provides accurate and precise movement tracking, and comes with a 1.8m braided cable for added durability. Overall, the  Gaming Mouse T-TGM107 is a solid choice for gamers on a budget who are looking for a reliable and customizable gaming mouse.  Features:     	Ambidextrous and ergonomic design   	3200 DPI   	500Hz Polling rate   	RGB backlighting   	Six buttons   	Two Side buttons    Specifications:     	Design: Ergonomic Ambidextrous   	Total Buttons: 6   	Weight: 124g   	Dimensions: 12.75 x 4.9 x 4.17cm   	DPI: 1000-3200 DPI   	Polling Rate: 125-500 Hz   	Acceleration: 10G   	Cable Length: 1.8m   	Cable Type: PVC   	Connector Type: High-Speed USB",3232,https://esquare.store/product/t-dagger-lance-corporal-mouse-gaming-mouse-t-tgm107/,Mouse,237,https://esquare.store/wp-content/uploads/2023/02/T-DAGGER-Lance-Corporal-T-TGM107-2.jpg,new,"in stock","2265.00  PKR","2265.00  PKR",Esquare,,no
3220,"T-Dagger Corporal Mouse | Wireless Gaming Mouse |  T-TGWM100 | 1 Year Local Warranty | Order Now","T-Dagger Corporal Mouse  Corporal Mouse T-TGWM100 is a wireless gaming mouse designed to provide gamers with the precision and accuracy they need to dominate their opponents. With a 6-button design, including a scroll wheel, DPI switcher, and back/forward buttons, it offers a customizable experience. The mouse has a sleek and ergonomic design that is comfortable for extended use, and its high-quality build materials ensure durability. It also features a 2.4GHz wireless connection with a range of up to 10 meters, allowing for wireless freedom and reducing cable clutter. The T-Dagger Corporal Mouse T-TGWM100 is an excellent choice for gamers looking for an affordable, reliable, and feature-packed wireless gaming mouse.      About this item     	【Silent & Durable Click】Gaming mouse will make no noise when clicking left or right buttons, no worry for disturbing others. Suitable for public places such as office, library dormitory, cafe, etc. Our wireless mouse is tested for up to 5 million clicks.         	【Cool LED Backlights】Mouse for gaming provides a BLUE LED backlit, greatly matching your cool style and creating a great atmosphere to enhance your gaming fun. Besides, gaming mouse will make your gaming room more special, especially at night.(Light is disabled)   	【5 DPI Levels for Gaming and Work】Wireless gaming mouse can be driven from 2400-2000-1600-1200-800 DPI, providing excellent sensitivity and precise tracking on a wide range, ideal for gaming and daily work.   	【Advanced Energy Saving Mode】To save energy, the wireless computer mouse will enter sleep mode if it is NOT used after 8 minutes, just press any button to wake it up. The bottom button also can be used to control the mouse’s light on/off or switch on/off.   	【Wide Compatibility】T-DAGGER wireless gaming mouse, work perfectly for Windows 7/8/10/XP/Vista/me/2000/Mac10.X, etc. For Mac OS, side buttons are not available.(USB receiver is beside the battery compartment .)",3220,https://esquare.store/product/t-dagger-corporal-mouse-wireless-gaming-mouse-t-tgwm100/,Mouse,237,https://esquare.store/wp-content/uploads/2023/02/2509-2_720x@2x.png,new,"in stock","1930.00  PKR","1930.00  PKR",Esquare,,no
3180,"Redragon K621 Horus TKL Wireless RGB Mechanical Keyboard,",,3180,https://esquare.store/product/redragon-k621-horus-tkl-wireless-rgb-mechanical-keyboard-2/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/HORUS-K621-WHITE-5.jpg,new,"in stock","15000.00  PKR","13500.00  PKR",Esquare,,no
3175,"Redragon S107 3 in 1 Gaming Combo (Keyboard/ Mouse/ Mouse Pad)",,3175,https://esquare.store/product/redragon-s107-3-in-1-gaming-combo-keyboard-mouse-mouse-pad/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/Redragon-3-In-One-Combo-S107-Main.jpg,new,"in stock","9000.00  PKR","7200.00  PKR",Esquare,,no
3165,"Redragon K621 Horus TKL Wireless RGB Mechanical Keyboard",,3165,https://esquare.store/product/redragon-k621-horus-tkl-wireless-rgb-mechanical-keyboard/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/Redragon-K621-Horus-TKL-7.jpg,new,"in stock","15000.00  PKR","13700.00  PKR",Esquare,https://esquare.store/wp-content/uploads/2023/02/Redragon-K621-Horus-TKL-6.jpg,no
3164,"Redragon S102-1 2 in 1 Combo Gaming Keyboard &amp; Mouse",,3164,https://esquare.store/product/redragon-s102-1-2-in-1-combo-gaming-keyboard-mouse/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/redragon_2_in_1_combo_s102-1_-_gaming_keyboard_mouse_combo_myshop-pk-1.jpg,new,"in stock","15000.00  PKR","13500.00  PKR",Esquare,,no
3155,"REDRAGON S101 BA-2 WIRED GAMING 4 IN 1 COMBO",,3155,https://esquare.store/product/redragon-s101-ba-2-wired-gaming-4-in-1-combo/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/IihnWnqjZXHBk0IRqLLlill0qB21VtoXVYYX6Ue4_2048x2048.webp,new,"in stock","10000.00  PKR","9000.00  PKR",Esquare,,no
3154,"Redragon 2 In 1 Combo S101-3 - Gaming Keyboard Mouse Combo","GAMING KEYBOARD AND MOUSE  Redragon Premium RGB Backlit Gaming Keyboard and Red LED Backlit Gaming Mouse are included. Gamers will love this ALL- IN- ONE PC GAMER VALUE tackle.    Redragon LED RGB Gaming Keyboard  4 backlight colour goods, 5 situations of backlight breathing speed, Ergonomic erected keyboard with 104 keys, 25 keys without conflict, 12 multimedia keys, 8 independent control keys for rapid-fire administration, splash- evidence, WIN key can be impaired for gaming. 3 mm periphery high- strength pleated fibre string, ray- engraved keys, 5 bottom high- speed USB string    MOUSE FOR GAMING  Redragon M601 Centrophorus Red Backlit Computer Gaming Mouse is ergonomically designed.( The LED can be switched off.) 4000 FPS, 15G ACCsuper-fast gaming machine, 3200 DPI( 1000/ 1600/2400/3200 4 position DPI adaptation), 3200 DPI( 1000/ 1600/2400/3200 4 position DPI adaptation), 3200 DPI( 1000/ 1600/2400/3200 4 position DPI adaptation), 3200    GAMING MOUSE WITH 6 BUTTONS  The mouse has 5 customizable buttons. With the whisked Software, you can fluently assign keyboard keystrokes, multimedia, or Windows conduct to any button. Weight adaptation set of 8 corridor included(2.4 g x 8). For optimum gaming control, TEFLON bases and a contoured body are used. ABS construction is ergonomically designed and of high quality.",3154,https://esquare.store/product/redragon-2-in-1-combo-s101-3-gaming-keyboard-mouse-combo/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/redragon_2_in_1_combo_s101-2_-_gaming_keyboard_mouse_combo_myshop-pk-0004.jpg,new,"in stock","7000.00  PKR","6030.00  PKR",Esquare,,no
3144,"Redragon 2 In 1 Combo S101-2 - Gaming Keyboard Mouse Combo","GAMING KEYBOARD AND GAMING MOUSE  Includes Redragon Premium RGB Backlit Gaming Keyboard and Red LED Backlit Gaming Mouse. ALL- IN- ONE PC GAMER VALUE tackle    RGB BACKLIT GAMING KEYBOARD  Redragon LED RGB Keyboard 4 backlight color goods, 5 situations backlight breathing speed, Ergonomic designed keyboard with 104 keys, 25 keys without conflict, 12 multimedia keys, 8 independent control keys for quick operation, splash- evidence, WIN key can be impaired for gaming. Ray- engraved keys, 5 bottom high- speed USB string, 3 mm periphery high- strength pleated fiber string    GAMING MOUSE  Ergonomic Redragon M601 Centrophorus Red Backlit Computer Gaming Mouse.( LED can be turned off) 3200 DPI( 1000/ 1600/2400/3200 4 position DPI adaptation), 4000 FPS, 15G ACCsuper-fast game machine    6 BUTTON GAMING MOUSE  5Buttons of the Mouse are programmable. fluently assign keyboard keystroke or Multimedia or Windows functions to any button with the included Software. Comes with 8- pieces weight tuning set(2.4 g x 8). Durable smooth TEFLON bases and contoured body for ultimate gaming control. Ergonomically Designed and Quality ABS construction    &nbsp;",3144,https://esquare.store/product/redragon-2-in-1-combo-s101-2-gaming-keyboard-mouse-combo/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/redragon_2_in_1_combo_s101-2_-_gaming_keyboard_mouse_combo_myshop-pk-0004.jpg,new,"in stock","7000.00  PKR","4165.00  PKR",Esquare,,no
3143,"Redragon FIZZ RGB K617 Wired Mechanical Compact Gaming Keyboard Black",,3143,https://esquare.store/product/redragon-fizz-rgb-k617-wired-mechanical-compact-gaming-keyboard-black/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/K617-RGB-BLACK-FULL-4.jpg,new,"in stock","9000.00  PKR","7400.00  PKR",Esquare,,no
3142,"Redragon 2 in 1 Combo S101-1 - Gaming Keyboard Mouse Combo","REDRAGON S101- 1 GAMING MOUSE & GAMING KEYBOARD Quintet SET( 2 IN 1)     	Redragon rgb led backlit keyboard and mouse set m601 gaming mouse and keyboard silent 104 crucial computer pc gaming keyboard with wrist rest( new bettered interpretation)   	Different RGB backlight goods, brilliance situations and breathing speed   	keys without conflict   	3200 DPI( 800/ 1600/2400/3200 4 position DPI adaptation), 3600 FPS, 15G ACC   	buttons Mouse, 5 programmable buttons with 5 memory profile   	Gaming Mouse Gaming Keyboard Combo S101  RGB LED Backlit Keyboard and Mouse Set M601 Gaming Mouse and Keyboard   	Silent 104 Key Computer PC Gaming Keyboard with Wrist Rest( NEW IMPROVED VERSION)    PRODUCT DESCRIPTION  GAMING KEYBOARD AND GAMING MOUSE    Includes Redragon Premium RGB Backlit Gaming Keyboard and Red LED Backlit GamingMouse.ALL- IN- ONE PC GAMER VALUE tackle, Fantastic for Gamers( New Improved Version)    RGB BACKLIT GAMING KEYBOAR    RedragonLED RGB Keyboard, 4 backlight color goods, 5 situations backlight breathing speed, Ergonomic designed keyboard with 104 keys, 25 keys without conflict, 12 multimedia keys, 8 independent control keys for quick operation, splash- evidence, WIN key can be impaired for gaming. Ray- engraved keys, 5 bottom high- speed USB string, 3 mm periphery high- strength pleated fiber string.  GAMING MOUSE  Ergonomic Redragon M601 CentrophorusRed Backlit Computer Gaming Mouse.( LED can be turned off) 3200 DPI( 1000/ 1600/2400/3200 4 position DPI adaptation), 4000 FPS, 15G ACCsuper-fast game machine.    &nbsp;  6 BUTTON GAMING MOUSE  5Buttons of the Mouse are programmable. fluently assign keyboard keystroke or Multimedia or Windows functions to any button with the included Software. Comes with 8- pieces weight tuning set(2.4 g x 8). Durable smooth TEFLON bases and contoured body for ultimate gaming control. Ergonomically Designed and Quality ABS construction.  PC GAMING MOUSE AND KEYBOARD COMPATIBILTY  Windows 10, Windows 8, Windows 7, Windows Vista, or Windows XP, Limited Mac OS keyboard support    REDRAGON was started in 2012 from an being gaming tackle Original Equipment Manufacturer( OEM) that opened in 1996. Redragon's end is to deliver gaming accessories of the loftiest quality and performance. Our exploration and development platoon consists of experts in modeling, structure design, electronics, stoner interface, and software.    Our,000 square bottom plant is singly possessed and is both ISO9001 and ISO14001 certified. Our product line uses the rearmost outfit for high quality tooling, plastic injection molding, robotization, screen printing and further while being both lead-free and environmentally responsible.  RGB Gaming Keyboard     	different RGB backlight goods, brilliance situations and breathing speed   	keys without conflict   	12 multimedia keys   	8 independent control keys for power operationetc.   	WIN Key can be impaired.   	6ft high- strength, high- speed pleated fiber USB string   	Ergonomic Gaming Mouse   	3200 DPI( 800/ 1600/2400/3200 4 position DPI adaptation), 3600 FPS, 15G ACC   	buttons mouse, 5 programmable buttons with 5 memory profile   	Superfast game machine   	Long- lasting easy gliding Teflon bases pads   	8- piece weight tuning set(2.4 g x 8)   	Environmentally friendly accoutrements   	Red LED Backlit( LED can be impaired)   	6ft high- strength high- speed pleated fiber string,anti-skid scroll wheel   	comity Windows 10, Windows 8, Windows 7, Windows Vista and Windows XP",3142,https://esquare.store/product/redragon-2-in-1-combo-s101-1-gaming-keyboard-mouse-combo/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/redragon_2_in_1_combo_s101-1_-_gaming_keyboard_mouse_combo_myshop-pk-2.jpg,new,"in stock","8000.00  PKR","5500.00  PKR",Esquare,,no
3135,"REDRAGON Fizz Pro K616 RGB wireless Mechanical Gaming Keyboard Grey/White",,3135,https://esquare.store/product/redragon-fizz-pro-k616-rgb-wireless-mechanical-gaming-keyboard-grey-white/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/redragon-fizz-pro-k616-gerywhite-2.jpg,new,"in stock","11500.00  PKR","9500.00  PKR",Esquare,https://esquare.store/wp-content/uploads/2023/02/redragon-fizz-pro-k616-gerywhite-6.jpg,no
3128,"Redragon FIZZ Pro K616 Wireless Mechanical Gaming Keyboard Black",,3128,https://esquare.store/product/redragon-fizz-pro-k616-wireless-mechanical-gaming-keyboard-black/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/redragon-fizz-pro-k616-black-4.jpg,new,"in stock","11500.00  PKR","9500.00  PKR",Esquare,https://esquare.store/wp-content/uploads/2023/02/redragon-fizz-pro-k616-black-3.jpg,no
3124,"REDRAGON Fizz Pro K616 RGB White and Grey Gaming Keyboard",,3124,https://esquare.store/product/redragon-fizz-pro-k616-rgb-white-and-grey-gaming-keyboard/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/redragon-fizz-pro-k616-3.jpg,new,"in stock","11500.00  PKR","9500.00  PKR",Esquare,,no
3118,"Redragon K599-KRS Deimos Dual Mode RGB Mechanical Keyboard",,3118,https://esquare.store/product/redragon-k599-krs-deimos-dual-mode-rgb-mechanical-keyboard/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/K595RGB-1.jpg,new,"in stock","13500.00  PKR","11300.00  PKR",Esquare,,no
3112,"REDRAGON K595 RATRI RGB SILENT MECHANICAL GAMING KEYBOARD",,3112,https://esquare.store/product/redragon-k595-ratri-rgb-silent-mechanical-gaming-keyboard/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/K595RGB-1.jpg,new,"in stock","13500.00  PKR","12000.00  PKR",Esquare,,no
3107,"REDRAGON Gaming S129W Keyboard Mouse Headset 3 in 1 Combo Set – White",,3107,https://esquare.store/product/redragon-gaming-s129w-keyboard-mouse-headset-3-in-1-combo-set-white/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/38-czone.com_.pk-1540-14158-221222092926.jpg,new,"in stock","17500.00  PKR","16200.00  PKR",Esquare,,no
3091,"Redragon K557 RGB Backlit Waterproof Mechanical Gaming Keyboard",,3091,https://esquare.store/product/redragon-k557-rgb-backlit-waterproof-mechanical-gaming-keyboard/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/Redragon-K557-RGB-1.webp,new,"in stock","10000.00  PKR","9800.00  PKR",Esquare,,no
3090,"Redragon K557 Kala RGB Backlit Waterproof Mechanical Gaming Keyboard",,3090,https://esquare.store/product/redragon-k557-kala-rgb-backlit-waterproof-mechanical-gaming-keyboard/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/ZZZZ.jpg,new,"in stock","10000.00  PKR","9700.00  PKR",Esquare,,no
3089,"Redragon Devarajas K556 RGB Full Mechanical RGB Gaming Keyboard",,3089,https://esquare.store/product/redragon-devarajas-k556-rgb-full-mechanical-rgb-gaming-keyboard/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/T.jpg,new,"in stock","9500.00  PKR","8600.00  PKR",Esquare,,no
3080,"REDRAGON K552-BB KEYBOARD, M601 MOUSE, P001 MOUSEPAD AND H120 HEADSET COMBO SET (4 IN 1)",,3080,https://esquare.store/product/redragon-k552-bb-keyboard-m601-mouse-p001-mousepad-and-h120-headset-combo-set-4-in-1/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/K552-BB-3_2048x2048.webp,new,"in stock","9500.00  PKR","8600.00  PKR",Esquare,https://esquare.store/wp-content/uploads/2023/02/81gOMIq11mL._AC_SL1500_2048x2048.webp,no
3056,"Redragon K556 RGB LED Backlit Wired Mechanical Gaming Keyboard,",,3056,https://esquare.store/product/redragon-k556-rgb-led-backlit-wired-mechanical-gaming-keyboard/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/Redragon-K556-RGB-2.jpg,new,"in stock","9500.00  PKR","8600.00  PKR",Esquare,,no
3054,"Redragon Kumara K552-2 Red Mechanical Gaming Keyboard",,3054,https://esquare.store/product/redragon-kumara-k552-2-red-mechanical-gaming-keyboard-2/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/redragon-kumara-k552-2-red-mechanical-gaming-keyboard-price-in-pakistan-768_2048x2048-1.webp,new,"in stock","9500.00  PKR","7800.00  PKR",Esquare,,no
3055,"REDRAGON KUMARA WHITE K552W-RGB MECHANICAL GAMING KEYBOARD",,3055,https://esquare.store/product/redragon-kumara-white-k552w-rgb-mechanical-gaming-keyboard/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/keybords-3.jpg,new,"in stock","11000.00  PKR","9800.00  PKR",Esquare,,no
3053,"Redragon Kumara K552-2 Red Mechanical Gaming Keyboard",,3053,https://esquare.store/product/redragon-kumara-k552-2-red-mechanical-gaming-keyboard/,"Keybaords > Red Dragon",237,https://esquare.store/wp-content/uploads/2023/02/k552-2-1540-10341-121020100928.jpg,new,"in stock","9500.00  PKR","8500.00  PKR",Esquare,,no
